Metadata_JCP2022	Metadata_repurposing_name	Metadata_repurposing_moa	Metadata_repurposing_target
JCP2022_079444	UNC0642	histone lysine methyltransferase inhibitor	EHMT1|EHMT2
JCP2022_079457	NVP-BVU972	MET inhibitor	MET
JCP2022_079562	JTE-013	lysophospholipid receptor antagonist	P2RY10|S1PR2
JCP2022_079578	WIKI4	tankyrase inhibitor|WNT pathway inhibitor	TNKS2
JCP2022_079616	aminoglutethimide	glucocorticoid receptor antagonist	CYP11A1|CYP19A1
JCP2022_079619	ML167	CLK inhibitor|DYRK inhibitor	CLK4|DYRK1B
JCP2022_079629	1400W	nitric oxide synthase inhibitor	NOS1|NOS2|NOS3
JCP2022_079645	URB597	FAAH inhibitor	FAAH|FAAH2|TRPA1
JCP2022_079653	BCTC	TRPV antagonist	TRPV1
JCP2022_079715	CGP-53353	EGFR inhibitor|PKC inhibitor	EGFR|PRKCB
JCP2022_079716	mirtazapine	adrenergic receptor antagonist|serotonin receptor antagonist	ADRA2A|ADRA2B|ADRA2C|HTR2A|HTR2C
JCP2022_079769	TAS-103	topoisomerase inhibitor	TOP1
JCP2022_079872	desogestrel	progesterone receptor agonist	ESR1|PGR
JCP2022_079922	zebularine	DNA methyltransferase inhibitor	CDA|DNMT1
JCP2022_079974	GTS21	cholinergic receptor agonist	CHRNA7
JCP2022_080003	ABT-702	adenosine kinase inhibitor	ADK
JCP2022_080141	nedocromil	histamine receptor antagonist	CYSLTR1|CYSLTR2|FPR1|HSP90AA1|PTGDR
JCP2022_080150	SKLB1002	VEGFR inhibitor	KDR
JCP2022_080186	eugenol	androgen receptor antagonist	AR
JCP2022_080224	cilostazol	phosphodiesterase inhibitor	PDE3A|PDE3B
JCP2022_080252	SB-228357	serotonin receptor antagonist	HTR2A|HTR2B|HTR2C
JCP2022_080263	brucine	glycine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5
JCP2022_080325	acetohydroxamic-acid	urease inhibitor	MMP12
JCP2022_080395	estradiol-valerate	estrogen receptor agonist	ESR1
JCP2022_080443	EN460	endoplasmic reticulum oxidation inhibitor	ERO1A
JCP2022_080596	fluoxetine	selective serotonin reuptake inhibitor (SSRI)	ANO1|HTR2B|SLC6A4
JCP2022_080597	4-mu-8C	IRE1 inhibitor	ERN1
JCP2022_080610	chrysin	breast cancer resistance protein inhibitor	AKR1B1|CDK6|CYP19A1|CYP1B1
JCP2022_080717	cefdinir	bacterial cell wall synthesis inhibitor	MPO
JCP2022_080726	schisandrin-B	antioxidant	ATR
JCP2022_080754	chenodeoxycholic-acid	11-beta hydroxysteroid dehydrogenase inhibitor|FXR agonist	HSD11B1|NR1H4
JCP2022_080754	ursodiol	nuclear factor erythroid derived|like (NRF2) activator	AKR1C2|NR1H4
JCP2022_080836	rasagiline	monoamine oxidase inhibitor	BCL2|MAOB
JCP2022_080918	doxazosin	adrenergic receptor antagonist	ADRA1A|ADRA1B|ADRA1D
JCP2022_080920	ganetespib	HSP inhibitor	HSP90AA1
JCP2022_081019	mestinon	cholinesterase inhibitor	ACHE|BCHE
JCP2022_081123	AZD8330	MEK inhibitor	MAP3K1
JCP2022_081231	glutathione	antioxidant	ESD|GGT1|GLO1|GLRX|GLRX2|GPX1|GPX2|GPX3|GPX4|GPX5|GPX6|GPX7|GPX8|GSR|GSS|GSTA1|GSTA2|GSTA3|GSTA4|GSTA5|GSTK1|GSTM1|GSTM2|GSTM3|GSTM4|GSTM5|GSTO1|GSTO2|GSTP1|GSTT1|GSTZ1|HAGH|HPGDS|LTC4S|MGST1|MGST2|MGST3|TXNDC12
JCP2022_081233	fexofenadine	histamine receptor antagonist	HRH1
JCP2022_081258	ginsenoside-RE3	angiogenesis inhibitor|apoptosis stimulant	KCNH2
JCP2022_081279	demecarium	acetylcholinesterase inhibitor	ACHE|BCHE
JCP2022_081340	navarixin	CC chemokine receptor antagonist	CXCR1|CXCR2
JCP2022_081341	casin	GTPase inhibitor	CDC42
JCP2022_081386	vincamine	adrenergic receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4
JCP2022_081399	CZC24832	PI3K inhibitor	PIK3CG
JCP2022_081430	puromycin	protein synthesis inhibitor	NHP2L1|RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1
JCP2022_081451	roxithromycin	bacterial 50S ribosomal subunit inhibitor	MLNR
JCP2022_081455	PHA-848125	CDK inhibitor|growth factor receptor inhibitor	CDK2|CDK4|CDK7|NTRK1
JCP2022_081462	SB-366791	TRPV antagonist	TRPV1
JCP2022_081496	picrotin	GABA receptor antagonist	GLRA1|GLRA2|GLRA3|GLRB
JCP2022_081555	simvastatin	HMGCR inhibitor	HMGCR|ITGB2
JCP2022_081643	PF-03814735	Aurora kinase inhibitor	AURKA|AURKB
JCP2022_081657	GSK2837808A	lactate dehydrogenase inhibitor	LDHA
JCP2022_081684	celecoxib	cyclooxygenase inhibitor	CA12|PDPK1|PTGS2
JCP2022_081717	camicinal	motilin receptor agonist	MLNR
JCP2022_081780	GDC-0994	MAP kinase inhibitor	MAPK1|MAPK3
JCP2022_081780	ravoxertinib	ERK1 and ERK2 phosphorylation inhibitor	MAPK1|MAPK3
JCP2022_081786	anthraquinone	CDC inhibitor	CDC25B
JCP2022_081881	GW-788388	ALK tyrosine kinase receptor inhibitor	LCK|MAPK14|TGFBR1
JCP2022_082008	TPCA-1	IKK inhibitor	IKBKB
JCP2022_082046	meclofenamic-acid	cyclooxygenase inhibitor|prostanoid receptor antagonist	ALOX5|CNR1|KCNQ2|KCNQ3|PTGS1|PTGS2
JCP2022_082130	chlorpyrifos	acetylcholinesterase inhibitor	ACHE
JCP2022_082135	WAY-100635	serotonin receptor antagonist	HTR1A
JCP2022_082234	KU-60019	ATM kinase inhibitor	ATM
JCP2022_082244	BMS-265246	CDK inhibitor	CDK1|CDK2
JCP2022_082250	AZ20	ATR kinase inhibitor	ATR|MTOR
JCP2022_082294	ciclopirox	membrane integrity inhibitor	ATP1A1
JCP2022_082311	loxistatin-acid	cysteine peptidase inhibitor	CTSB
JCP2022_082315	CV-1808	adenosine receptor agonist	ADORA2A
JCP2022_082358	senicapoc	intermediate conductance potassium channel blocker	KCNN4
JCP2022_082372	emricasan	caspase inhibitor	CASP1|CASP3|CASP7
JCP2022_082424	tucatinib	EGFR inhibitor	ERBB2
JCP2022_082441	WZ4003	AMPK inhibitor	NUAK1|NUAK2
JCP2022_082450	oridonin	BCL inhibitor	BCL2
JCP2022_082538	gemcitabine	ribonucleotide reductase inhibitor	CMPK1|RRM1|RRM2|TYMS
JCP2022_082587	silibinin	cytochrome P450 inhibitor	ALOX5
JCP2022_082591	azatadine	histamine receptor antagonist	HRH1
JCP2022_082592	APC-100	androgen receptor antagonist|anti-inflammatory agent	AR
JCP2022_082600	vardenafil	phosphodiesterase inhibitor	PDE5A|PDE6G|PDE6H
JCP2022_082643	JZL-184	monoacylglucerol lipase inhibitor	MGLL
JCP2022_082658	ONO-4059	Bruton's tyrosine kinase (BTK) inhibitor	BTK
JCP2022_082666	AG-14361	PARP inhibitor	PARP1
JCP2022_082732	benzyl-benzoate	lipase inhibitor	LIPE
JCP2022_082858	norepinephrine	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|SLC18A1|SLC18A2
JCP2022_082878	glasdegib	hedgehog pathway inhibitor	SMO
JCP2022_082997	vilazodone	serotonin reuptake inhibitor	DRD2|DRD3|HRH1|HTR1A|HTR4|SLC6A4
JCP2022_083029	T-0901317	LXR agonist	NCOA1|NCOA2|NR1H2|NR1H3|NR1I2|RXRB
JCP2022_083099	amlexanox	histamine receptor modulator	FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13
JCP2022_083115	verapamil	calcium channel blocker	CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1G|CACNA1I|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CYP3A4|KCNA10|KCNA7|KCNH2|KCNJ11|NALCN|SCN5A|SLC29A4|SLC6A4
JCP2022_083118	labetalol	adrenergic receptor antagonist	ADRA1D|ADRB1|ADRB2
JCP2022_083214	isotretinoin	retinoid receptor agonist	RARA|RARB|RARG
JCP2022_083214	tretinoin	retinoid receptor agonist|retinoid receptor ligand	ALDH1A1|ALDH1A2|GPRC5A|NR0B1|NR2C2|PPARD|RARA|RARB|RARG|RARRES1|RORB|RORC|RXRB|RXRG
JCP2022_083229	adiporon	adiponectin receptor agonist	ADIPOR1|ADIPOR2
JCP2022_083286	KI-20227	c-Fms inhibitor	CSF1R|KDR|KIT|PDGFRB
JCP2022_083372	ozagrel	thromboxane synthase inhibitor	TBXAS1
JCP2022_083482	tie2-kinase-inhibitor	TIE tyrosine kinase inhibitor	KDR|MAPK14
JCP2022_083504	ML213	potassium channel activator	KCNQ4
JCP2022_083552	GSK2606414	protein kinase inhibitor	EIF2AK3|MYLK2
JCP2022_083557	benzethonium	sodium channel blocker	SCN10A
JCP2022_083594	VX-765	caspase inhibitor	CASP1
JCP2022_083692	BMS-309403	fatty acid binding protein inhibitor	FABP4
JCP2022_083717	duvelisib	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
JCP2022_083901	succinylsulfathiazole	dihydrofolate reductase inhibitor	DHFR
JCP2022_084070	kartogenin	chondrocyte differentiation stimulator	FLNA
JCP2022_084077	mesoridazine	dopamine receptor antagonist	DRD2|HTR2A
JCP2022_084091	aminocaproic-acid	plasminogen activator inhibitor	LPA|PLAT|PLG
JCP2022_084103	tioxolone	carbonic anhydrase inhibitor	CA2
JCP2022_084111	flunarizine	calcium channel blocker	CACNA1G|CACNA1H|CACNA1I|CALM1|HRH1
JCP2022_084147	lithocholic-acid	FXR antagonist|vitamin D receptor agonist	GPBAR1|NR1H4|NR1I2|VDR
JCP2022_084183	TC-ASK-10	MAP kinase inhibitor	MAP3K5|MAP3K6
JCP2022_084264	roxatidine-acetate	histamine receptor antagonist	HRH2
JCP2022_084364	nicotine	acetylcholine receptor agonist	CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1
JCP2022_084378	salvianolic-acid-B	EGFR inhibitor|metalloproteinase inhibitor	MMP9
JCP2022_084386	tramiprosate	beta amyloid protein neurotoxicity inhibitor	APP
JCP2022_084425	bupropion	dopamine reuptake inhibitor	SLC6A2|SLC6A3
JCP2022_084454	proadifen	nitric oxide synthase inhibitor	NOS1
JCP2022_084458	tebipenem	bacterial cell wall synthesis inhibitor	CNR1
JCP2022_084565	NKY-80	adenylyl cyclase inhibitor	ADCY5
JCP2022_084596	phenylephrine	adrenergic receptor agonist	ADRA1A|ADRA1B|ADRA1D
JCP2022_084674	amfenac	cyclooxygenase inhibitor	PTGS1|PTGS2
JCP2022_084716	SAR405	PI3K inhibitor	PIK3C3
JCP2022_084760	flavoxate	acetylcholine receptor antagonist	CHRM1|CHRM2
JCP2022_084783	tivozanib	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB
JCP2022_084943	imidafenacin	acetylcholine receptor antagonist	CHRM1|CHRM3
JCP2022_084963	N6-cyclopentyladenosine	adenosine receptor agonist	ADORA1|ADORA2A|ADORA2B|ADORA3|SLC29A1
JCP2022_085009	LY2784544	JAK inhibitor	JAK2|JAK3
JCP2022_085027	eperisone	acetylcholine receptor antagonist	CYP2J2
JCP2022_085161	AS-604850	PI3K inhibitor	PIK3CA|PIK3CG
JCP2022_085183	pivagabine	corticotropin releasing factor receptor antagonist	CRHR1|CRHR2
JCP2022_085218	E-4031	potassium channel blocker	KCNH1|KCNH2
JCP2022_085227	aloxistatin	protease inhibitor	CTSG
JCP2022_085334	clorprenaline	adrenergic receptor agonist	ADRB1|ADRB2
JCP2022_085350	proguanil	dihydrofolate reductase inhibitor	DHFR
JCP2022_085437	DSR-6434	toll-like receptor agonist	TLR7
JCP2022_085467	scopolamine	acetylcholine receptor antagonist	CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|SI
JCP2022_085597	alpelisib	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
JCP2022_085607	LMI070	survival motor neuron protein modulator	SMN1
JCP2022_085640	esomeprazole	ATPase inhibitor	ATP4A
JCP2022_085640	omeprazole	ATPase inhibitor	ATP4A|CLCN2
JCP2022_085653	PD-0325901	MEK inhibitor	MAP2K1
JCP2022_085713	AZ960	JAK inhibitor	JAK2
JCP2022_085728	PU-H71	HSP inhibitor	HSP90AA1
JCP2022_085773	sulforaphane	anticancer agent|aryl hydrocarbon receptor antagonist	NFE2L2
JCP2022_085797	VU0364770	glutamate receptor positive allosteric modulator	GRM4
JCP2022_085938	TCS-PIM-1-1	Pim kinase inhibitor	PIM1
JCP2022_086003	ML314	neurotensin agonist	NTSR1
JCP2022_086043	meglitinide	potassium channel blocker	CCR2
JCP2022_086106	caffeic-acid-phenethyl-ester	HIV integrase inhibitor	RELA
JCP2022_086138	securinine	GABA receptor antagonist|TP53 activator	GABRA1
JCP2022_086196	KML29	monoacylglucerol lipase inhibitor	MGLL
JCP2022_086230	volasertib	PLK inhibitor	PLK1
JCP2022_086315	artemether	antimalarial agent	ATP1A1
JCP2022_086353	ISX-9	neural stem cell inducer	NEUROD1
JCP2022_086409	dynasore	dynamin inhibitor	DNM1|DNM1L|DNM2
JCP2022_086412	ranitidine	histamine receptor antagonist	HRH2
JCP2022_086417	vildagliptin	dipeptidyl peptidase inhibitor	DPP4
JCP2022_086457	flurbiprofen-(S)-(+)	cyclooxygenase inhibitor	PTGS1|PTGS2
JCP2022_086457	flurizan	gamma secretase inhibitor	APH1B|BACE1|IKBKG|PSEN1|PSEN2|PTGS1|PTGS2
JCP2022_086490	LY2603618	CHK inhibitor	CHEK1
JCP2022_086505	taladegib	smoothened receptor antagonist	DHH|IHH|SMO
JCP2022_086537	perifosine	AKT inhibitor	AKT1
JCP2022_086593	GNF-7	glucokinase inhibitor|protein kinase inhibitor	GCK|TNK2
JCP2022_086615	pirinixic-acid	PPAR receptor agonist	PPARA
JCP2022_086646	AM-580	retinoid receptor agonist	RARA
JCP2022_086663	metoclopramide	dopamine receptor antagonist|serotonin receptor antagonist	CHRM1|DRD2|HTR3A|HTR3B|HTR4
JCP2022_086703	AG-490	EGFR inhibitor|JAK inhibitor	EGFR|JAK2|JAK3
JCP2022_086735	quinelorane	dopamine receptor agonist	DRD2|DRD3
JCP2022_086835	ANA-12	tropomyosin receptor kinase inhibitor	NTRK2
JCP2022_086857	icaritin	PPAR receptor antagonist	PDE5A
JCP2022_086858	PI-103	mTOR inhibitor|PI3K inhibitor	MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC
JCP2022_086894	pravastatin	HMGCR inhibitor	HMGCR|SLCO1B1
JCP2022_086958	STF-083010	serine/threonine kinase inhibitor	ERN1
JCP2022_086969	R112	SYK inhibitor	SYK
JCP2022_087001	sal003	eukaryotic translation initiation factor inhibitor	EIF2A
JCP2022_087049	idasanutlin	MDM inhibitor	MDM2|TP53
JCP2022_087058	fenoldopam	dopamine receptor agonist	DRD1|DRD4
JCP2022_087087	levcromakalim	potassium channel activator	KCNJ5
JCP2022_087141	carbendazim	microtubule inhibitor|tubulin polymerization inhibitor	TP53|TUBB
JCP2022_087208	TA-01	casein kinase inhibitor|MAP kinase inhibitor	CSNK1D|CSNK1E|MAPK14
JCP2022_087220	GW-842166	cannabinoid receptor agonist	CNR2
JCP2022_087287	clofibric-acid	PPAR receptor agonist	PPARA
JCP2022_087304	evodiamine	ATPase inhibitor|TRPV agonist	TRPV1
JCP2022_087308	BLU9931	FGFR inhibitor	FGFR4
JCP2022_087312	tafamidis-meglumine	transthyretin amyloid inhibitor	TTR
JCP2022_087331	PRT062607	SYK inhibitor	FGR|MAP3K9|SYK
JCP2022_087336	bardoxolone	nuclear factor erythroid derived|like (NRF2) activator	NOS2|PPARG
JCP2022_087404	SKF-89976A	GABA uptake inhibitor	SLC6A1
JCP2022_087444	afimoxifene	estrogen receptor antagonist	ESR1|ESR2|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ
JCP2022_087474	PFI-1	bromodomain inhibitor	BRD4
JCP2022_087557	mafenide	carbonic anhydrase inhibitor	CA12|CA14|CA2|CA4|CA6|CA9
JCP2022_087562	diacerein	interleukin inhibitor	IL1B
JCP2022_087591	erythromycin-estolate	bacterial 50S ribosomal subunit inhibitor	ABCB1|ALB|CYP3A4|CYP51A1|KCNH2|MLNR|SLC47A1
JCP2022_087664	linezolid	bacterial 50S ribosomal subunit inhibitor	MAOA|MAOB
JCP2022_087675	genistein	tyrosine kinase inhibitor	CFTR|ESR1|ESR2|ESRRA|ESRRB|ESRRG|NCOA1|NCOA2|PPARG|PTK2B|TOP2A|TRPC5
JCP2022_087693	gabapentin-enacarbil	adrenergic receptor agonist	CACNA1G
JCP2022_087705	carbidopa	aromatic L-amino acid decarboxylase inhibitor	DDC
JCP2022_087709	chlorzoxazone	bacterial 30S ribosomal subunit inhibitor	KCNMA1|KCNN4
JCP2022_087745	icariin	phosphodiesterase inhibitor	PDE5A
JCP2022_087756	GZD824	Bcr-Abl kinase inhibitor	ABL1|BCR
JCP2022_087812	parecoxib	cyclooxygenase inhibitor	LTF
JCP2022_087849	deferiprone	chelating agent	UGT1A6
JCP2022_087863	MG-132	proteasome inhibitor	PSMB1
JCP2022_088021	licofelone	cyclooxygenase inhibitor|lipoxygenase inhibitor	ALOX5|PLA2G2E|PTGS2
JCP2022_088147	bosutinib	Abl kinase inhibitor|Bcr-Abl kinase inhibitor|SRC inhibitor	ABL1|BCR|CAMK1D|CAMK2G|CDK2|FRK|FYN|HCK|LYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|SRC|STK10|STK24|STK4|TNK2|TXK
JCP2022_088153	zonisamide	sodium channel blocker|T-type calcium channel blocker	CA1|CA10|CA11|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA8|CA9|CACNA1G|CACNA1H|CACNA1I|MAOA|MAOB|SCN10A|SCN11A|SCN1A|SCN1B|SCN2A|SCN2B|SCN3A|SCN3B|SCN4A|SCN4B|SCN5A|SCN7A|SCN8A|SCN9A
JCP2022_088199	topiroxostat	xanthine oxidase inhibitor	XDH
JCP2022_088253	topotecan	topoisomerase inhibitor	TOP1|TOP1MT
JCP2022_088262	BRD4770	histone lysine methyltransferase inhibitor	EHMT2
JCP2022_088266	montelukast	leukotriene receptor antagonist	ALOX5|CYSLTR1
JCP2022_088283	bazedoxifene	selective estrogen receptor modulator (SERM)	ESR1|ESR2
JCP2022_088361	epinephrine	adrenergic receptor agonist|carbonic anhydrase activator|neurotransmitter	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|TNF
JCP2022_088363	AC-55541	PARP inhibitor	PARP2
JCP2022_088656	thalidomide	tumor necrosis factor production inhibitor	TNF
JCP2022_088685	NI-57	bromodomain inhibitor	BRD1|BRPF1|BRPF3
JCP2022_088717	mianserin	serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|HRH1|HRH2|HTR2A|HTR2B|HTR2C|HTR6|HTR7
JCP2022_088779	levocarnitine-propionate	carnitine palmitoyltransferase inhibitor	CRAT
JCP2022_088792	CAY10505	PI3K inhibitor	PIK3CG
JCP2022_088843	MGCD-265	VEGFR inhibitor	AXL|MET
JCP2022_088849	NQDI-1	caspase inhibitor	CASP3
JCP2022_088857	tripelennamine	histamine receptor antagonist	HRH1
JCP2022_088893	LCL-161	XIAP inhibitor	BIRC2|XIAP
JCP2022_088914	lumacaftor	CFTR channel agonist	CFTR
JCP2022_088927	cysteamine	tissue transglutaminase inhibitor	NPY2R|SST
JCP2022_089043	gabapentin	calcium channel blocker	ADORA1|CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1E|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG2|CACNG3|CACNG4|CACNG5|CACNG6|CACNG7|CACNG8|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B
JCP2022_089086	inosine	neurotrophic agent	PARP1|PNP
JCP2022_089172	4-methylhistamine	histamine receptor agonist	HRH4
JCP2022_089207	cytarabine	ribonucleotide reductase inhibitor	POLA1|POLB|POLD1|POLE
JCP2022_089318	vandetanib	EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor	EGFR|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|FLT1|FLT4|KDR|PTK6|RET|SRC|TEK|VEGFA
JCP2022_089337	trimetazidine	3-ketoacyl CoA thiolase inhibitor	ACAA2
JCP2022_089365	cilostamide	phosphodiesterase inhibitor	PDE3A|PDE3B
JCP2022_089383	bepridil	calcium channel blocker	KCNQ4
JCP2022_089518	GSK2193874	transient receptor potential channel antagonist	TRPV4
JCP2022_089573	MK-8245	stearoyl-CoA desaturase inhibitor	SCD
JCP2022_089581	piretanide	glucocorticoid receptor agonist	SLC12A1|SLC12A2
JCP2022_089597	NMS-873	ATPase inhibitor	VCP
JCP2022_089608	TG100-115	PI3K inhibitor	PIK3CA|PIK3CB|PIK3CD|PIK3CG
JCP2022_089620	PFK-015	phosphofructokinase inhibitor	PFKFB3
JCP2022_089627	tofacitinib	JAK inhibitor	JAK1|JAK2|JAK3
JCP2022_089709	canrenone	mineralocorticoid receptor antagonist	NR3C2
JCP2022_089796	SQ-22536	adenylyl cyclase inhibitor	ADCY1
JCP2022_089865	dolasetron	serotonin receptor antagonist	HTR3A
JCP2022_089937	MK-2206	AKT inhibitor	AKT1|AKT2|AKT3
JCP2022_089948	rizatriptan	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F
JCP2022_089954	erythromycin	NFkB pathway inhibitor	MLNR
JCP2022_090010	mibampator	glutamate receptor modulator	GRIA1
JCP2022_090016	zolmitriptan	serotonin receptor agonist	HTR1A|HTR1B|HTR1D|HTR1E|HTR1F
JCP2022_090051	flindokalner	potassium channel agonist	KCNMA1|KCNN4|KCNQ2|KCNQ4|KCNQ5
JCP2022_090108	tyrphostin-AG-835	protein tyrosine kinase inhibitor	EGFR
JCP2022_090133	KB-R7943	sodium/calcium exchange inhibitor	SLC8A1|TRPC3|TRPC5|TRPC6
JCP2022_090205	ibutamoren	growth hormone secretagogue receptor agonist	GHR|GHSR
JCP2022_090264	CP-945,598	cannabinoid receptor antagonist	CNR1
JCP2022_090423	estradiol-cypionate	estrogen receptor agonist	ESR1
JCP2022_090511	cridanimod	progesterone receptor agonist	PGR
JCP2022_090579	3PO	phosphofructokinase inhibitor	PFKFB3
JCP2022_090587	tiratricol	thyroid hormone stimulant	THRA|THRB
JCP2022_090613	amonafide	topoisomerase inhibitor	TOP2A|TOP2B
JCP2022_090677	ARQ-621	kinesin-like spindle protein inhibitor	KIF11
JCP2022_090709	alvimopan	opioid receptor antagonist	OPRD1|OPRK1|OPRM1
JCP2022_090718	valethamate	acetylcholine receptor antagonist	CHRM1|CHRM4|CHRM5
JCP2022_090741	tolmetin	cyclooxygenase inhibitor	PTGS1|PTGS2
JCP2022_090753	C-1	protein kinase inhibitor	PRKCA
JCP2022_090768	2-oleoylglycerol	glucose dependent insulinotropic receptor ligand	GPR119
JCP2022_090788	basimglurant	glutamate receptor antagonist	GRM5
JCP2022_090839	olmesartan-medoxomil	angiotensin receptor antagonist	AGTR1
JCP2022_090884	NBQX	glutamate receptor antagonist	GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIN1|GRIN2A|GRIN2B
JCP2022_090897	VLX600	antitumor agent|ubiquitin C-terminal hydrolase inhibitor	TP53|USP14
JCP2022_090904	CGP-57380	MAP kinase inhibitor	AURKB|LCK|MKNK1|MKNK2|SGK1
JCP2022_090914	golvatinib	VEGFR inhibitor	KDR|MET
JCP2022_090939	NS-018	JAK inhibitor	JAK1|JAK2|JAK3|TYK2
JCP2022_090992	ABT-751	tubulin polymerization inhibitor	TUBB
JCP2022_091017	pinocembrin	cytochrome P450 inhibitor	CYP1B1
JCP2022_091056	quetiapine	dopamine receptor antagonist|serotonin receptor antagonist	ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2C|HTR3A|HTR6|HTR7|SLC6A2
JCP2022_091109	ICA-121431	sodium channel blocker	SCN1A|SCN3A
JCP2022_091266	tyrphostin-AG-99	tyrosine kinase inhibitor	EGFR
JCP2022_091282	dapoxetine	selective serotonin reuptake inhibitor (SSRI)	HTR1A|HTR1B|HTR2C|SLC6A4
JCP2022_091317	GANT-58	GLI antagonist	GLI1
JCP2022_091340	ML204	transient receptor potential channel antagonist	TRPC4|TRPC5
JCP2022_091346	crisaborole	phosphodiesterase inhibitor	PDE4A|PDE4B|PDE4C|PDE4D
JCP2022_091361	ML365	potassium channel blocker	KCNK3|KCNK9
JCP2022_091376	CGP-74514	CDK inhibitor	CDK1
JCP2022_091445	SCH-58261	adenosine receptor antagonist	ADORA1|ADORA2A|ADORA2B|ADORA3
JCP2022_091566	peretinoin	retinoid receptor agonist	RXRA
JCP2022_091644	CGP-71683	neuropeptide receptor antagonist	NPY5R
JCP2022_091680	betahistine	histamine receptor agonist|histamine receptor antagonist	HRH1|HRH3
JCP2022_091819	abiraterone-acetate	androgen biosynthesis inhibitor	CYP17A1
JCP2022_091829	arglabin	farnesyltransferase inhibitor	FNTA|NFKB1
JCP2022_091841	cyclizine	histamine receptor modulator	HRH1|SULT1E1
JCP2022_091907	cutamesine	sigma receptor agonist	SIGMAR1
JCP2022_091909	disopyramide	sodium channel blocker	CHRM1|CHRM2|CHRM3|KCND2|KCND3|KCNH2|SCN5A
JCP2022_092016	irinotecan	topoisomerase inhibitor	TOP1|TOP1MT
JCP2022_092080	moexipril	angiotensin converting enzyme inhibitor	ACE|ACE2
JCP2022_092084	IEM1754	glutamate receptor antagonist	GRIA1
JCP2022_092093	ARRY-334543	EGFR inhibitor	ERBB2
JCP2022_092182	sirtinol	SIRT inhibitor	SIRT1|SIRT2
JCP2022_092215	aliskiren-hemifumarate	renin inhibitor	REN
JCP2022_092267	tandutinib	FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor	CSF1R|FLT3|KIT|PDGFD|PDGFRB
JCP2022_092276	tarafenacin	acetylcholine receptor antagonist	CHRM3
JCP2022_092328	estradiol-benzoate	contraceptive agent	ESR1
JCP2022_092338	NVP-TAE226	protein tyrosine kinase inhibitor	PTK2
JCP2022_092339	PJ-34	PARP inhibitor	EEF2|PARP1|PARP15|PARP3
JCP2022_092361	ifenprodil	adrenergic receptor antagonist|glutamate receptor antagonist	GRIN2B
JCP2022_092464	IRL-2500	endothelin receptor antagonist	EDNRB
JCP2022_092493	naloxone	opioid receptor antagonist	CREB1|ESR1|OPRD1|OPRK1|OPRM1|TLR4
JCP2022_092591	abemaciclib	CDK inhibitor	CDK4|CDK6
JCP2022_092635	ON123300	CDK inhibitor	CDK4|NUAK1|PDGFRB
